show_id,type,show_title,director,cast,release_year,rating,duration,genres,country,synopsis,show_newid,genres_merged,cumulative_top_10
s7411,Movie,Martial Arts of Shaolin,Chia-Liang Liu,"Jet Li, Jianqiang Hu, Qiuyan Huang, Qingfu Pan, Yu Chenghui, Yu Hai, Jianwen Zhang",1986,R,90 min,"Action & Adventure, International Movies","Hong Kong, China","In ancient China, Zhi Ming trains at the legendary Northern Shaolin temple to avenge the death of his father at the hands of a nefarious magistrate.",s_0176,"Action & Adventure, International Movies",
s4238,Movie,Sam Kinison: Breaking the Rules,Walter C. Miller,Sam Kinison,1987,TV-MA,50 min,Stand-Up Comedy,United States,"The one-time preacher shakes and shudders as he tears into subjects including sex, marriage, religion, drugs and famine in this HBO special.",s_0177,Stand-Up Comedy,
s6914,Movie,Hamburger Hill,John Irvin,"Anthony Barille, Michael Boatman, Don Cheadle, Michael Dolan, Don James, Dylan McDermott, Michael A. Nickles, Harry O'Reilly, Daniel O'Shea, Tim Quill, Tommy Swerdlow, Courtney B. Vance, Steven Weber, Tegan West",1987,R,110 min,"Action & Adventure, Dramas",United States,The Vietnam War's horrors come brutally to life through the eyes of American soldiers trying to take a heavily fortified hill under Vietcong control.,s_0178,"Action & Adventure, Dramas",
s7371,Movie,Mad Ron's Prevues from Hell,Jim Monaco,"Nick Pawlow, Jordu Schell, Jay Kushwara, Michael Townsend Wright, Anthony Kelly, Happy Goldsplatt, Ron Roccia, Fred Pomerleau, Joe Amodei, Nicholas Kitsopoulos",1987,NR,84 min,"Cult Movies, Horror Movies",United States,"This collection cherry-picks trailers, forgotten scenes and poster art from 47 gory oldies, including Bay of Blood and The Blood Spattered Bride.",s_0179,"Horror Movies, Cult Movies",
s5948,Movie,Strange Voices,Arthur Allan Seidelman,"Nancy McKeon, Valerie Harper, Stephen Macht, Tricia Leigh Fisher, Millie Perkins",1987,TV-PG,96 min,Dramas,United States,"When their college-age daughter suddenly begins acting erratically and is diagnosed with schizophrenia, a desperate couple seeks treatment for her.",s_0180,Dramas,
s1451,Movie,Eddie Murphy: Raw,Robert Townsend,Eddie Murphy,1987,R,90 min,Stand-Up Comedy,United States,"This stand-up comedy classic features Eddie Murphy live in a provocative series of impressions, observations and remembrances of his childhood.",s_0181,Stand-Up Comedy,
s7253,Movie,La Bamba,Luis Valdez,"Lou Diamond Phillips, Esai Morales, Rosanna DeSoto, Elizabeth Peña, Danielle von Zerneck, Joe Pantoliano, Rick Dees, Marshall Crenshaw, Howard Huntsberry, Brian Setzer",1987,PG-13,109 min,"Classic Movies, Dramas, Music & Musicals",United States,"The plane crash that killed Buddy Holly also took Ritchie Valens, whose modest upbringing and rise to fame are depicted in this exhilarating biopic.",s_0182,"Dramas, Music & Musicals, Classic Movies",
s2739,Movie,Muqaddar ka Faisla,Prakash Mehra,"Raaj Kumar, Rakhee Gulzar, Raj Babbar, Tina Munim, Pran, Ranjeet, Meenakshi Sheshadri, Akbar Khan",1987,TV-14,172 min,"Action & Adventure, Comedies, Dramas",India,God-fearing Pandit Krishna Kant loses everything and turns to a life of crime after his landlord tries to rape his wife and tears his family apart.,s_0183,"Action & Adventure, Comedies, Dramas",
s45,Movie,Jaws: The Revenge,Joseph Sargent,"Lorraine Gary, Lance Guest, Mario Van Peebles, Karen Young, Michael Caine, Judith Barsi, Mitchell Anderson, Lynn Whitfield",1987,PG-13,91 min,"Action & Adventure, Horror Movies, Thrillers",United States,"After another deadly shark attack, Ellen Brody has had enough of Amity Island and moves to the Caribbean – but a great white shark follows her there.",s_0184,"Action & Adventure, Thrillers, Horror Movies",
s1255,Movie,Rain Man,Barry Levinson,"Dustin Hoffman, Tom Cruise, Valeria Golino, Gerald R. Molen, Jack Murdock, Michael D. Roberts, Ralph Seymour, Lucinda Jenney, Bonnie Hunt",1988,R,134 min,"Classic Movies, Dramas",United States,"Motivated by money, a selfish workaholic seeking a piece of his late father's inheritance takes a life-changing road trip with his estranged brother.",s_0185,"Dramas, Classic Movies",
s7723,Movie,Pee-wee's Playhouse: Christmas Special,"Paul Reubens, Wayne Orr","Paul Reubens, Annette Funicello, Frankie Avalon, Grace Jones, k.d. lang, Dinah Shore, Little Richard, Cher, Eadie del Rubio, Magic Johnson, Elena del Rubio, Zsa Zsa Gabor, Milly del Rubio, Whoopi Goldberg, Oprah Winfrey, Joan Rivers",1988,TV-PG,48 min,Movies,United States,"Amid an avalanche of stars, Pee-wee straps on his ice skates and glides into the holiday season with Christmas cards, carols ... and Charo.",s_0186,Movies,
s5950,Movie,Too Young the Hero,Buzz Kulik,"Ricky Schroder, Jon DeVries, Debra Mooney, Mary-Louise Parker, Christopher Curry, Rick Warner, Tom Wood",1988,TV-MA,94 min,Dramas,United States,"Twelve-year-old Calvin manages to join the navy and serves in the battle of Guadalcanal. But when his age is revealed, the boy is sent to the brig.",s_0187,Dramas,
s7204,Movie,Killer Klowns from Outer Space,Stephen Chiodo,"Grant Cramer, Suzanne Snyder, John Allen Nelson, John Vernon, Michael S. Siegel, Peter Licassi, Royal Dano, Christopher Titus, Irene Michaels, Karla Sue Krull",1988,PG-13,86 min,"Comedies, Cult Movies, Horror Movies",United States,"An alien band of killer clowns descends from the cosmos to harvest scores of small-town victims, cocooning their prey in cotton candy to eat later.",s_0188,"Comedies, Horror Movies, Cult Movies",
s1462,Movie,Mystic Pizza,Donald Petrie,"Annabeth Gish, Julia Roberts, Lili Taylor, Vincent D'Onofrio, William R. Moses, Adam Storke, Conchata Ferrell, Joanna Merlin, Porscha Radcliffe, John Fiore",1988,R,104 min,"Comedies, Dramas, Independent Movies",United States,"In a small fishing town, three teenage girls from blue-collar families navigate life and love while working in a pizza parlor.",s_0189,"Dramas, Comedies, Independent Movies",
s8573,Movie,"Thelonious Monk: Straight, No Chaser",Charlotte Zwerin,"Thelonious Monk, Samuel E. Wright",1988,PG-13,89 min,"Documentaries, Music & Musicals",United States,The spotlight shines on iconic jazz pianist and composer Thelonious Monk in this 1988 documentary featuring vintage performance clips and interviews.,s_0190,"Documentaries, Music & Musicals",
s7429,Movie,Maza Pati Karodpati,Sachin,"Sachin, Supriya Pilgaonkar, Ashok Saraf, Kishori Shahane, Suhas Bhalekar, Manchindra Kamble, Jairam Kulkarni, Nilu Phule, Shubha Khote",1988,TV-PG,132 min,"Comedies, International Movies, Romantic Movies",India,An orphan girl who has ambitions of marrying a rich man changes her identity to win the heart of a prominent businessman's son.,s_0191,"Comedies, Romantic Movies, International Movies",
s7698,Movie,Painted Faces,Alex Law,"Sammo Kam-Bo Hung, Ching-Ying Lam, Cheng Pei-pei",1988,TV-PG,108 min,"Dramas, International Movies",Hong Kong,"In this dramatized rendition, students undergo rigorous study at Master Yu's Peking Opera school, a cradle for future Hong Kong film stars.",s_0192,"Dramas, International Movies",
s8435,Movie,The Naked Gun: From the Files of Police Squad!,David Zucker,"Leslie Nielsen, Priscilla Presley, George Kennedy, Ricardo Montalban, O.J. Simpson, Raye Birk, Susan Beaubian, Nancy Marchand",1988,PG-13,85 min,"Comedies, Cult Movies",United States,Hapless cop Frank Drebin causes more problems than he solves while trying to stop a deadly plot involving Queen Elizabeth II.,s_0193,"Comedies, Cult Movies",
s580,Movie,Midnight Run,Martin Brest,"Robert De Niro, Charles Grodin, Yaphet Kotto, John Ashton, Dennis Farina, Joe Pantoliano, Richard Foronjy, Robert Miranda, Jack Kehoe, Wendy Phillips, Philip Baker Hall",1988,R,126 min,"Action & Adventure, Classic Movies, Comedies",United States,A cop-turned-bounty hunter runs into trouble as he races from New York to Los Angeles with a fugitive accountant who embezzled millions from the mob.,s_0194,"Action & Adventure, Comedies, Classic Movies",
s5947,Movie,Quiet Victory: The Charlie Wedemeyer Story,Roy Campanella II,"Pam Dawber, Michael Nouri, Bess Meyer, Peter Berg, James Handy, Kyle Chandler",1988,TV-PG,93 min,"Dramas, Sports Movies",United States,"When high school football coach Charlie Wedemeyer is diagnosed with Lou Gehrig's disease, he perseveres in leading his team despite becoming disabled.",s_0195,"Dramas, Sports Movies",
s6469,Movie,Child's Play,Tom Holland,"Catherine Hicks, Alex Vincent, Brad Dourif, Chris Sarandon, Dinah Manoff, Tommy Swerdlow, Jack Colvin, Neil Giuntoli, Juan Ramírez, Alan Wilder",1988,R,87 min,"Cult Movies, Horror Movies",United States,"When a rash of murders unfolds, 6-year-old Andy knows that his toy doll Chucky is the killer, but neither his mom nor the cops believe him.",s_0196,"Horror Movies, Cult Movies",
s5943,Movie,A Stoning in Fulham County,Larry Elikann,"Ken Olin, Jill Eikenberry, Maureen Mueller, Gregg Henry, Nicholas Pryor, Noble Willingham, Peter Michael Goetz, Ron Perlman, Theodore Bikel, Olivia Burnette, Bill Allen, Brad Pitt",1988,TV-14,95 min,Dramas,United States,"After reckless teens kill an Amish child, a prosecutor attempts to bring the youths to justice despite the condemnation he faces from the community.",s_0197,Dramas,
s7959,Movie,School Daze,Spike Lee,"Laurence Fishburne, Giancarlo Esposito, Tisha Campbell-Martin, Kyme, Joe Seneca, Ellen Holly, Art Evans, Ossie Davis, Bill Nunn, James Bond III",1988,R,120 min,"Comedies, Dramas",United States,"At a Historically Black College, a student activist and his cousin pledging a fraternity navigate social divides amid parties, protests and conflicts.",s_0198,"Dramas, Comedies",
s5291,Movie,Aakhri Adaalat,Rajiv Mehra,"Vinod Khanna, Dimple Kapadia, Jackie Shroff, Sonam, Vinod Mehra, Shafi Inamdar, Gulshan Grover, Roopesh Kumar",1988,TV-14,148 min,"Action & Adventure, International Movies",India,An intrepid police inspector forced into a desk job must take matters into his own hands when ruthless criminals are released on a technicality.,s_0199,"Action & Adventure, International Movies",
s5949,Movie,The Ryan White Story,John Herzfeld,"Judith Light, Lukas Haas, Michael Bowen, Nikki Cox, George Dzundza, Valerie Landsburg, Sarah Jessica Parker, Mitchell Ryan",1989,TV-PG,94 min,Dramas,United States,"After contracting HIV from a tainted blood treatment, teenaged hemophiliac Ryan White is forced to fight for his right to attend public school.",s_0200,Dramas,
s6117,Movie,All Dogs Go to Heaven,"Don Bluth, Gary Goldman, Dan Kuenster","Dom DeLuise, Burt Reynolds, Daryl Gilley, Candy Devine, Charles Nelson Reilly, Vic Tayback, Melba Moore, Judith Barsi, Rob Fuller, Earleen Carey, Anna Manahan, Nigel Pegram, Loni Anderson, Ken Page, Godfrey Quigley",1989,G,85 min,Children & Family Movies,"Ireland, United Kingdom, United States","When a canine con artist becomes an angel, he sneaks back to Earth and crosses paths with an orphan girl who can speak to animals.",s_0201,Children & Family Movies,
s5305,Movie,Mujrim,Umesh Mehra,"Mithun Chakraborty, Madhuri Dixit, Suresh Oberoi, Shakti Kapoor, Pallavi Joshi, Gulshan Grover, Amrish Puri, Nutan, Jagdeep, Sharat Saxena",1989,TV-14,163 min,"Action & Adventure, Dramas, International Movies",India,"Jailed as a teenager, Shankar has been unable to stay on the right side of the law ever since, despite his wife's pleas and his mother's rejection.",s_0202,"Action & Adventure, International Movies, Dramas",
s4234,Movie,Bill Hicks: Sane Man,"Kevin Booth, David Johndrow",Bill Hicks,1989,TV-MA,81 min,Stand-Up Comedy,United States,"Filmed in 1989 at a turning point in comedian Bill Hicks's career, this rare onstage performance captures him spouting off on a variety of topics.",s_0203,Stand-Up Comedy,
s604,Movie,The Karate Kid Part III,John G. Avildsen,"Ralph Macchio, Pat Morita, Robyn Lively, Thomas Ian Griffith, Martin Kove, Sean Kanan, Jonathan Avildsen, Randee Heller, William Christopher Ford",1989,PG,112 min,"Children & Family Movies, Dramas",United States,A returning adversary threatens the bond between karate champ Daniel and mentor Mr. Miyagi with an intricate plan for revenge and a brutal challenger.,s_0204,"Dramas, Children & Family Movies",
s7072,Movie,Indiana Jones and the Last Crusade,Steven Spielberg,"Harrison Ford, Sean Connery, Denholm Elliott, Alison Doody, John Rhys-Davies, Julian Glover, River Phoenix, Michael Byrne, Kevork Malikyan, Robert Eddison",1989,PG-13,127 min,"Action & Adventure, Children & Family Movies, Classic Movies",United States,"Accompanied by his father, Indiana Jones sets off on his third adventure to explore the cradle of civilization on a perilous hunt for the Holy Grail.",s_0205,"Action & Adventure, Children & Family Movies, Classic Movies",
s2367,Movie,Alexandria: Again and Forever,Youssef Chahine,"Youssef Chahine, Yousra, Hussein Fahmy, Amr Abdel-Geleel, Taheya Cariocca, Hesham Selim, Huda Sultan, Ragaa Hussein",1989,TV-MA,109 min,"Classic Movies, Dramas, International Movies","France, Egypt","At the peak of his career, Yehia joins a hunger strike, becomes smitten and reckons with a creative crisis — but finds a new muse.",s_0206,"Dramas, International Movies, Classic Movies",
s7388,Movie,Maine Pyar Kiya,Sooraj R. Barjatya,"Salman Khan, Bhagyashree, Alok Nath, Rajeev Verma, Reema Lagoo, Ajit Vachani, Harish Patel, Deep Dhillon, Pervin Dastur, Mohnish Bahl",1989,TV-PG,192 min,"Dramas, International Movies, Music & Musicals",India,"When the son of a wealthy businessman and the daughter of a struggling engineer fall in love, the young man's parents question the girl's motives.",s_0207,"Dramas, International Movies, Music & Musicals",
s4555,Movie,Parrot Sketch Not Included: Twenty Years of Monty Python,Ian MacNaughton,"Steve Martin, John Cleese, Graham Chapman, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Carol Cleveland, Connie Booth",1989,TV-14,72 min,Comedies,United Kingdom,"Presented by Steve Martin, this anthology draws from “Flying Circus” and “Fliegender Zirkus” to mark the 20th anniversary of the TV series.",s_0208,Comedies,
s6014,Movie,300 Miles to Heaven,Maciej Dejczer,"Krzysztof Stroiński, Andrzej Mellin, Adrianna Biedrzyńska, Adrianna Biedrzyńska, Rafał Zimowski, Kama Kowalewska, Wiesław Komasa, Aleksander Bednarz, Jadwiga Jankowska-Cieslak, Wojciech Klata",1989,TV-14,93 min,"Dramas, International Movies","Denmark, France, Poland","Hoping to help their dissident parents, two brothers sneak out of Poland and land as refugees in Denmark, where they are prevented from returning home.",s_0209,"Dramas, International Movies",
s1762,Movie,Little Monsters,Richard Greenberg,"Fred Savage, Howie Mandel, Daniel Stern, Margaret Whitton, Rick Ducommun, Frank Whaley, Ben Savage, William Murray Weiss, Devin Ratray, Amber Barretto",1989,PG,102 min,"Children & Family Movies, Comedies",United States,"Brian knows there are creatures under his bed. When he faces his fears and confronts them, however, he makes some hilariously weird new friends.",s_0210,"Comedies, Children & Family Movies",
s6637,Movie,Doubles Cause Troubles,Wong Jing,"Carol 'Do Do' Cheng, Maggie Cheung, Wilson Lam, Chan Pak-cheung, Charlie Cho, Tom Poon, Kwan Ming-yuk, Hon Yee-Sang, Sherman Wong, Lo Fan",1989,TV-14,94 min,"Action & Adventure, Comedies, International Movies",Hong Kong,"When the tenant in their flat dies under suspicious circumstances, two bickering cousins are forced to navigate both sides of the law.",s_0211,"Action & Adventure, Comedies, International Movies",
s929,Movie,Best of the Best,Robert Radler,"Eric Roberts, James Earl Jones, Sally Kirkland, Chris Penn, Phillip Rhee, John P. Ryan, John Dye, Louise Fletcher",1989,PG-13,97 min,"Action & Adventure, Sports Movies",United States,Personal problems and racial tensions distract the members of a U.S. karate team handpicked to compete in an international martial arts competition.,s_0212,"Action & Adventure, Sports Movies",
s6549,Movie,Dad,Gary David Goldberg,"Jack Lemmon, Ted Danson, Olympia Dukakis, Kathy Baker, Kevin Spacey, Ethan Hawke, Zakes Mokae, J.T. Walsh, Peter Michael Goetz, John Apicella, Richard McGonagle, Bill Morey, Mary Fogarty",1989,PG,117 min,Dramas,United States,"Family bonds are revived after a father is diagnosed with cancer in this bittersweet drama. Dutiful son John cares for his aging father, Jake, but not without complaint.",s_0213,Dramas,
